date,event,city,state,category
2024-01-28,CORRIDA RUSTICA  - GV 86 ANOS,Governador Valadares,MG,
2024-01-28,CARNA APRECIE MINAS,Belo Horizonte,MG,
2024-01-28,ANTECIPADÃO CARNAVAL - BAEPENDI 2024,Baependi,MG,
2024-01-28,86º ANIVERSÁRIO DA CIDADE - RIO VERMELHO,Rio Vermelho,MG,
2024-01-28,27° ANIVERSÁRIO DE URUANA DE MINAS,Uruana de Minas,MG,
2024-01-27,XIV FESTA DO CARRO DE BOI DA COMUNIDADE DO RIACHO MORTO,Buritis,MG,
2024-01-27,SHOW: FÁBIO JR.,Belo Horizonte,MG,
2024-01-27,PRÉ-CARNACHOEIRA,Cachoeira da Prata,MG,
2024-01-27,JOGOS DE VERÃO 2024,Santo Antônio do Pinhal,SP,Esportivo
2024-01-27,FESTA DE SANTOS REIS,Uberlândia,MG,
2024-01-27,FESTA DE REIS,Coromandel,MG,
2024-01-27,CASA DA ÓPERA RECEBE FLORIDO – O MUSICAL NESTE SÁBADO,Ouro Preto,MG,
2024-01-27,CARNAPINA 2024,Governador Valadares,MG,
2024-01-27,BLOCO DE CARNAVAL FURACÃO DO ALTO,Belo Horizonte,MG,
2024-01-26,CARNAVAL JF 2024,Juiz de Fora,MG,
2024-01-24,EXPERIÊNCIA: TAMBOR XAMÂNICO,Brumadinho,MG,
2024-01-24,EXPERIÊNCIA: OS SENTIDOS DO DOCE DE LEITE,Igarapé,MG,
2024-01-24,EXPERIÊNCIA: DA COZINHA AO QUINTAL DA MESTRA,São Joaquim de Bicas,MG,
2024-01-24,EXPERIÊNCIA: BRUNCH NA VILA DA LAVANDA,Brumadinho,MG,
2024-01-24,EXPERIÊNCIA: ALQUIMIA DOS QUINTAIS,Brumadinho,MG,
2024-01-24,EXPERIÊNCIA: 4 ESTAÇÕES COM O CHEF,São Joaquim de Bicas,MG,
2024-01-24,EXPERIÊNCIA WAKEBOARD NO VEREDAS,Juatuba,MG,
2024-01-24,EXPERIÊENCIA: CORAÇÃO EM BRANCO,Brumadinho,MG,
2024-01-24,ENSAIO: BLOCO ME BEIJA QUE SOU PAGODEIRO,Belo Horizonte,MG,
2024-01-24,BLOCO VELHA GUARDA DO SAMBA DE BH,Belo Horizonte,MG,
2024-01-22,ENSAIO: BLOCO BABANDAÇO,Belo Horizonte,MG,
2024-01-21,Festejos de São Benedito e São Sebastião - Encontro Regional de Ban...,Fundão,ES,Artístico/Cultural/Folclórico
2024-01-21,FORRÓ NA PRAÇA,Caxambu,MG,
2024-01-21,FESTIVAL ENCONTROS LITERÁRIOS SERRO/MG,Serro,MG,
2024-01-21,FESTA DE SÃO SEBASTIÃO,Itapeva,MG,
2024-01-21,FESTA DE SÃO SEBASTIÃO,Chácara,MG,
2024-01-21,FESTA DE SÃO SEBASTIÃO NO DISTRITO VILA DEPUTADO AUGUSTO CLEMENTINO ...,Serro,MG,
2024-01-21,FESTA DE SÃO SEBASTIÃO - JEQUITAÍ-MG,Jequitaí,MG,Religioso
2024-01-21,FESTA DE SÃO SEBASTIÃO - BAIRRO CAMPINA,Aiuruoca,MG,
2024-01-21,FENTA,Governador Valadares,MG,
2024-01-21,23º MotoFest Jaguarão,Jaguarão,RS,Artístico/Cultural/Folclórico
2024-01-20,TOURS GRATUITOS EM BELO HORIZONTE - JANEIRO,Belo Horizonte,MG,
2024-01-20,TAGARAGADÁ - ENSAIO DOS BLOCOS HAVAYANAS USADAS + É O AMÔ + DAQUELE...,Belo Horizonte,MG,
2024-01-20,PASSEIO CICLISTICO AMBIENTAL / SOCIAL,Rio Pomba,MG,
2024-01-20,KERB,Piratuba,SC,Artístico/Cultural/Folclórico
2024-01-20,Festa de São Sebastião,Perolândia,GO,Religioso
2024-01-20,Festa de São Sebastião 2024,Parelhas,RN,Artístico/Cultural/Folclórico
2024-01-20,FESTA EM LOUVOR A SÃO SEBASTIÃO E SÃO GONÇALO,Jacutinga,MG,
2024-01-20,FESTA DE SÃO SEBASTIÃO,Taiobeiras,MG,
2024-01-20,FESTA DE SÃO SEBASTIÃO,Rodeiro,MG,
2024-01-20,FESTA DE SÃO SEBASTIÃO,Lagoa Grande,MG,
2024-01-20,FESTA DE SÃO SEBASTIÃO 2024,São Sebastião do Rio Preto,MG,
2024-01-20,FESTA DE SÃO SEBASTIAO,São Geraldo,MG,
2024-01-20,FESTA DE REIS DO PATRIMÔNIO DOS PONCIANOS,Conceição das Alagoas,MG,
2024-01-20,ESQUENTA - BLOCO DO POVO,Belo Horizonte,MG,
2024-01-20,Cabofolia,Cabo Frio,RJ,Artístico/Cultural/Folclórico
2024-01-20,CARNAVAL DO CLUB415 2024,Belo Horizonte,MG,
2024-01-20,BLOCO DO SILVA 2024,Belo Horizonte,MG,
2024-01-20,8ª COPA ALTO PARANAÍBA KÇULA - COPINHA,São Gotardo,MG,
2024-01-19,RODRIGO MARQUES “ESTAMOS VIVOS”,Ipatinga,MG,
2024-01-19,FESTA DE EMACIPAÇÃO POLITICA DE CAIÇARA DO RIO DOS VENTOS 2024,Caiçara do Rio do Vento,RN,Social/Cívico/Histórico
2024-01-17,Festa do Glorioso Santo Antão,Vitória de Santo Antão,PE,Religioso
2024-01-17,ENSAIO: BLOCO ME BEIJA QUE SOU PAGODEIRO,Belo Horizonte,MG,
2024-01-17,BLOCO VELHA GUARDA DO SAMBA DE BH,Belo Horizonte,MG,
2024-01-17,15º CONGRESSO BRASILEIRO DE TERAPIA FAMILIAR 2024,Belo Horizonte,MG,
2024-01-14,Natal Luz de Gramado,Gramado,RS,Artístico/Cultural/Folclórico
2024-01-14,FESTA DAS CABACINHAS,Japaratuba,SE,Artístico/Cultural/Folclórico
2024-01-14,ENSAIO GERAL: CARNAVAL DA LIBERDADE,Belo Horizonte,MG,
2024-01-14,CICLOTURISMO DE CORRENTINA,Correntina,BA,Esportivo
2024-01-14,CARVANAL (sapucafolia),Sapucaia,PA,Artístico/Cultural/Folclórico
2024-01-14,BOIADEIRA ANA CASTELA AGITA MANHUAÇU COM SHOW IMPERDÍVEL NESTE DOMIN...,Manhuaçu,MG,
2024-01-14,ANIVERSÁRIO DA CIDADE,Sapucaia,PA,Artístico/Cultural/Folclórico
2024-01-14,ANIVERSARIO 70 ANOS DE MATUTINA,Matutina,MG,
2024-01-13,TAGARAGADÁ - ENSAIO DOS BLOCOS HAVAYANAS USADAS + É O AMÔ + ABALÔ-...,Belo Horizonte,MG,
2024-01-13,PREFEITURA DIVULGA PROGRAMAÇÃO ATUALIZADA E AMPLIADA DO PRÉ-CARNAVA...,Sete Lagoas,MG,
2024-01-13,INAUGURAÇÃO DA PREFEITURA MUNICIPAL DE SÃO JOSÉ DO MANTIMENTO,São José do Mantimento,MG,
2024-01-13,ANIVERSÁRIO DE ALMENARA,Almenara,MG,
2024-01-12,ENSAIOS: BLOCO CARNA FLORA,Belo Horizonte,MG,
2024-01-12,DESFILE DA TRIUNFO,Belo Horizonte,MG,
2024-01-12,"FEIRA  ARTESANAL, CULTURAL & GASTRONÔMICA DE MANHUAÇU",Manhuaçu,MG,
2024-01-11,SEGUNDO ENSAIO: ENTÃO BRILHA,Belo Horizonte,MG,
2024-01-11,Festa do Doce,Bonfinópolis,GO,Religioso
2024-01-11,FESTIVAL DE ARTES ARTHUR BISPO DO ROSÁRIO,Japaratuba,SE,Artístico/Cultural/Folclórico
2024-01-10,FESTA DE SÃO SEBASTIÃO,Miraí,MG,
2024-01-09,CARNAITA,Itapagipe,MG,
2024-01-07,TRADICIONAL FESTA DE REIS - BAIRRO TRANÇADOR,Caxambu,MG,
2024-01-07,Natal em Blumenau – Uma Viagem pelos Trilhos da Magia,Blumenau,SC,Artístico/Cultural/Folclórico
2024-01-07,Natal Maringá Encantada,Maringá,PR,Artístico/Cultural/Folclórico
2024-01-07,Magia do Natal,Nova Petrópolis,RS,Artístico/Cultural/Folclórico
2024-01-07,GUARAREMA CIDADE NATAL,Guararema,SP,Artístico/Cultural/Folclórico
2024-01-07,FOLIAS DOS REIS E ENCERRAMENTO DOS PRESÉPIOS  DA CULTURA,Pará de Minas,MG,
2024-01-07,FESTA DE REIS 2024 - CAXAMBU VELHO,Caxambu,MG,
2024-01-07,ENCANTO DE NATAL,Santo Antônio do Pinhal,SP,Artístico/Cultural/Folclórico
2024-01-07,ANIVERSÁRIO DE CARANGOLA- 142 ANOS!,Carangola,MG,
2024-01-07,11º Natal de Luz de Guaxupé,Guaxupé,MG,Artístico/Cultural/Folclórico
2024-01-06,Vila Natalina e Caravana Natalina,Vila Velha,ES,Artístico/Cultural/Folclórico
2024-01-06,Presépio e Cantatas de Natal,Santana de Parnaíba,SP,Artístico/Cultural/Folclórico
2024-01-06,Parabéns Estrela D'Oriente- 88 anos,Barretos,SP,Artístico/Cultural/Folclórico
2024-01-06,Natal no Caminho das Estrelas,Carlos Barbosa,RS,Artístico/Cultural/Folclórico
2024-01-06,Natal nas Águas,Gravatal,SC,Outro
2024-01-06,Natal Iluminado,Aracaju,SE,Outro
2024-01-06,Natal Encantado,Riacho da Cruz,RN,Religioso
2024-01-06,Natal BC,Balneário Camboriú,SC,Artístico/Cultural/Folclórico
2024-01-06,Natal Alegre,São Roque,SP,Outro
2024-01-06,NATAL MAR ONDAS DE LUZ,Tramandaí,RS,Religioso
2024-01-06,NATAL LUZ DE SENHORA DE OLIVEIRA,Senhora de Oliveira,MG,
2024-01-06,Lajes em Festa,Lajes,RN,Comercial ou Promocional
2024-01-06,LUZES DE NATAL,Socorro,SP,Religioso
2024-01-06,FOLIA DE SANTOS REIS DE JUSTINÓPOLIS,Gurinhatã,MG,
2024-01-06,FESTA DE SANTOS REIS,Pirajuba,MG,
2024-01-06,FESTA DE REIS DE SÃO FRANCISCO DE SALES,São Francisco de Sales,MG,
2024-01-06,FESTA DE REIS - FILHOS DE MARIA,Caxambu,MG,
2024-01-06,FESTA DE REIS - BAIRRO SANTA TEREZA,Caxambu,MG,
2024-01-06,FESTA DA PADROEIRA,Martins,RN,Religioso
2024-01-06,27º Brilho de Natal,Domingos Martins,ES,Social/Cívico/Histórico
2024-01-06,11º Natal de Luz de Guaxupé,Guaxupé,MG,Artístico/Cultural/Folclórico
2024-01-06,"Festividade Natalina ""Brilho das Águas""",Ibirá,SP,Social/Cívico/Histórico
2024-01-05,TRÍDUO DOS SANTOS REIS,São Francisco de Sales,MG,
2024-01-05,FOLIA DE REIS,Miraí,MG,
2024-01-04,Natal Eu Amo Itaguaí,Itaguaí,RJ,Artístico/Cultural/Folclórico
2024-01-03,Natal do Amor,Ananindeua,PA,Artístico/Cultural/Folclórico
2024-01-03,Aniversário de Ananindeua,Ananindeua,PA,Social/Cívico/Histórico
2024-01-01,Tradicional Réveillon de Jaguaribara,Jaguaribara,CE,Outro
2024-01-01,TORNEIO DA AMIZADE MUNICIPAL,São João das Missões,MG,
2024-01-01,Show da Virada,São Lourenço do Sul,RS,Artístico/Cultural/Folclórico
2024-01-01,SHOW DA VIRADA – FIM DE ANO BOA VISTA DO GURIPI,Boa Vista do Gurupi,MA,Artístico/Cultural/Folclórico
2024-01-01,Réveillon,Ariquemes,RO,Comercial ou Promocional
2024-01-01,Réveillon da Ilha do Mel,Paranaguá,PR,Social/Cívico/Histórico
2024-01-01,Réveillon Celebration 2023,Maceió,AL,Artístico/Cultural/Folclórico
2024-01-01,Réveillon - Show da Virada,Paragominas,PA,Artístico/Cultural/Folclórico
2024-01-01,Rèveillon das Águas,Olímpia,SP,Social/Cívico/Histórico
2024-01-01,RÉVEILLON DE LUZES E CORES DE PONTAL DO MACEIÓ,Fortim,CE,Outro
2024-01-01,RÉVEILLON DA CAPITAL DOS CÂNIONS,Delmiro Gouveia,AL,Artístico/Cultural/Folclórico
2024-01-01,Reveillon 2023,Nova Monte Verde,MT,Artístico/Cultural/Folclórico
2024-01-01,REVEILLON TRAMANDAÍ,Tramandaí,RS,Artístico/Cultural/Folclórico
2024-01-01,REVEILLON LUAR DO ANO NOVO,Maranhãozinho,MA,Artístico/Cultural/Folclórico
2024-01-01,REVEILLON DE ARAGUANÃ,Araguanã,MA,Artístico/Cultural/Folclórico
2024-01-01,Presente de Natal,Altamira,PA,Comercial ou Promocional
2024-01-01,Festa da Padroeira de Nossa Senhora do Rosário,Acari,RN,Religioso
2024-01-01,Aniversário da Ligas Camponesas,Vitória de Santo Antão,PE,Social/Cívico/Histórico
2024-01-01,ALICE NO PAÍS DAS MARAVILHAS,Estrela Dalva,MG,
2024-01-01,ADORA CRUZÍLIA,Cruzília,MG,
2023-12-31,Virada no Lago,Fraiburgo,SC,Artístico/Cultural/Folclórico
2023-12-31,Vai Tapajós - Festa de ano novo-,Santarém,PA,Ecoturismo
2023-12-31,SHOW DA VIRADA MARINGÁ ENCANTADA PARALAMAS DO SUCESSO,Maringá,PR,Artístico/Cultural/Folclórico
2023-12-31,SHOW DA VIRADA - FIM DE ANO,Santo Antônio do Pinhal,SP,Artístico/Cultural/Folclórico
2023-12-31,Réveillon,Vila Velha,ES,Artístico/Cultural/Folclórico
2023-12-31,Réveillon,Nhamundá,AM,Social/Cívico/Histórico
2023-12-31,Réveillon,Balneário Camboriú,SC,Outro
2023-12-31,Réveillon 2024 Torres,Torres,RS,Outro
2023-12-31,RÉVEILLON EM VALENÇA,Valença,BA,Artístico/Cultural/Folclórico
2023-12-31,RÉVEILLON CELEBRATION,Maceió,AL,Artístico/Cultural/Folclórico
2023-12-31,RÉVEILLON 2023 - Festa da Virada 2023/2024,Bicas,MG,Social/Cívico/Histórico
2023-12-31,Reveillón Palhoça,Palhoça,SC,Artístico/Cultural/Folclórico
2023-12-31,Reveillón Coroa Grande,Itaguaí,RJ,Artístico/Cultural/Folclórico
2023-12-31,Reveillon,Santa Leopoldina,ES,Social/Cívico/Histórico
2023-12-31,Reveillon,Jijoca de Jericoacoara,CE,Artístico/Cultural/Folclórico
2023-12-31,REVEILON,Jaguaré,ES,Artístico/Cultural/Folclórico
2023-12-31,REVEILLÓN,São Domingos,GO,Social/Cívico/Histórico
2023-12-31,Natal em Artur Nogueira: Celebre a Magia e o Recomeço,Artur Nogueira,SP,Artístico/Cultural/Folclórico
2023-12-31,Natal Iluminado de Teixeira de Freitas,Teixeira de Freitas,BA,Religioso
2023-12-31,NATAL MÁGICO DE HOLAMBRA,Holambra,SP,Artístico/Cultural/Folclórico
2023-12-31,Festa da padroeira de São Miguel dos Campos: Nossa Senhora do Ó,São Miguel dos Campos,AL,Religioso
2023-12-31,Feira do Artesanato Tremembeense (FEIRARTTRE),Tremembé,SP,Artístico/Cultural/Folclórico
2023-12-31,Feira Livre de Bicas,Bicas,MG,Gastronômico
2023-12-31,FESTA DE FIM DE ANO,Natividade,RJ,Artístico/Cultural/Folclórico
2023-12-31,Caminho do Santuário Santa Dulce dos Pobres na Nova Canabrava,Boa Vista do Tupim,BA,Religioso
2023-12-31,ANO NOVO É AQUI!,Aparecida do Taboado,MS,Artístico/Cultural/Folclórico
2023-12-30,O Grande Encontro do Repente e do Forró,Coreaú,CE,Artístico/Cultural/Folclórico
2023-12-30,Festejos do Congo – Barra do Jucu,Vila Velha,ES,Artístico/Cultural/Folclórico
2023-12-30,Campeonato Morada-novense de Futsal,Morada Nova,CE,Esportivo
2023-12-28,Festa de Emancipação Política de Viçosa,Viçosa,RN,Artístico/Cultural/Folclórico
2023-12-27,Dia do Evangélico,Viçosa,RN,Religioso
2023-12-27,Abertura Temporada de Verão 2024,Palhoça,SC,Artístico/Cultural/Folclórico
2023-12-26,PONTAL ARTE,Fortim,CE,Artístico/Cultural/Folclórico
2023-12-26,Festival Gastronômico Sabores da Serra Gaúcha,Gramado,RS,Gastronômico
2023-12-26,Festa de Natal,Alegre,ES,Artístico/Cultural/Folclórico
2023-12-26,Feira da Gente,Passa e Fica,RN,Comercial ou Promocional
2023-12-26,Aniversário da Cidade,Oeiras,PI,Artístico/Cultural/Folclórico
2023-12-25,Natal da Vitória,Vitória de Santo Antão,PE,Artístico/Cultural/Folclórico
2023-12-25,NATAL SOLENE DO SENHOR,Canindé,CE,Religioso
2023-12-25,NATAL DA FAMÍLIA,Centro do Guilherme,MA,Artístico/Cultural/Folclórico
2023-12-25,MAGIA NATALINA DE ZÉ DOCA,Zé Doca,MA,Artístico/Cultural/Folclórico
2023-12-25,Festividade Natalina Brilho das Águas,Ibirá,SP,Social/Cívico/Histórico
2023-12-25,FORTIM ILUMINADO,Fortim,CE,Artístico/Cultural/Folclórico
2023-12-24,Parada Natalina,Campinas,SP,Artístico/Cultural/Folclórico
2023-12-24,Festividades Natalinas,Santa Leopoldina,ES,Outro
2023-12-24,"NATAL,SONHO E LUZ",Alto Santo,CE,Artístico/Cultural/Folclórico
2023-12-23,Natal no Parque,Carambeí,PR,Artístico/Cultural/Folclórico
2023-12-23,Natal da Paz de Dom Pedrito,Dom Pedrito,RS,Artístico/Cultural/Folclórico
2023-12-23,Natal Encantado,Pindamonhangaba,SP,Artístico/Cultural/Folclórico
2023-12-23,NATAL DE ENCANTOS,Navegantes,SC,Artístico/Cultural/Folclórico
2023-12-23,NATAL DA ESPERANÇA,Delmiro Gouveia,AL,Artístico/Cultural/Folclórico
2023-12-23,Feirate,Barueri,SP,Artístico/Cultural/Folclórico
2023-12-22,Programação Natalina e Casa do Papai Noel,Irati,PR,Artístico/Cultural/Folclórico
2023-12-22,Expotunas,Tunas,RS,Artístico/Cultural/Folclórico
2023-12-22,24º Natal em Canto,Lagoa Bonita do Sul,RS,Artístico/Cultural/Folclórico
2023-12-21,Magia do Natal,Palhoça,SC,Artístico/Cultural/Folclórico
2023-12-21,ANIVERSÁRIO DA CIDADE,Pingo-D'Água,MG,Social/Cívico/Histórico
2023-12-20,DIA DO JACIARENSE,Jaciara,MT,Social/Cívico/Histórico
2023-12-19,Renovação do Sagrado Coração de Jesus da Fundação Casa Grande,Nova Olinda,CE,Artístico/Cultural/Folclórico
2023-12-17,Salão Nacional do Turismo,Brasília,DF,Comercial ou Promocional
2023-12-17,Parada de Natal,São Sebastião,SP,Outro
2023-12-17,Jogos do Vale do Jaguaribe,Morada Nova,CE,Esportivo
2023-12-17,Guarda Bodyboard Pro 2023,Palhoça,SC,Esportivo
2023-12-17,Festival Jazz Trancoso,Porto Seguro,BA,Artístico/Cultural/Folclórico
2023-12-17,Festa da Banana,Trairão,PA,Artístico/Cultural/Folclórico
2023-12-17,FESTA DE EMANCIPAÇÃO POLÍTICA DE OLHO D'ÁGUA DO BORGES RN,Olho-D'Água do Borges,RN,Social/Cívico/Histórico
2023-12-16,Mundial da Juventude de Vela,Armação dos Búzios,RJ,Esportivo
2023-12-16,Copa Hian Souza Dias,Pirajuba,MG,Esportivo
2023-12-16,CAVALGADA DE SANTA LUZIA,Chapada da Natividade,TO,Religioso
2023-12-16,BYE BYE CORRENTINA,Correntina,BA,Artístico/Cultural/Folclórico
2023-12-15,Mirante Cultural (quinzenalmente as sextas-feiras),São Luís,MA,Artístico/Cultural/Folclórico
2023-12-15,ANIVERSÁRIO DE ITAITUBA - PA,Itaituba,PA,Social/Cívico/Histórico
2023-12-13,Festa da Padroeira Santa Luzia,Jijoca de Jericoacoara,CE,Religioso
2023-12-11,Feira Especial de Natal,Bicas,MG,Gastronômico
2023-12-11,Emancipação Politica,Grossos,RN,Social/Cívico/Histórico
2023-12-11,Aniversario de Bataguassu,Bataguassu,MS,Social/Cívico/Histórico
2023-12-10,TORNEIO DE TENIS E FUTEBOL DO RATARY CLUBE,Jaguaré,ES,Esportivo
2023-12-10,Roteiro Quilombo Cultural de São Luís (ultimo domingo de cada mês),São Luís,MA,Artístico/Cultural/Folclórico
2023-12-10,Roda Buteco - Festival Gastronômico,Jaguaré,ES,Gastronômico
2023-12-10,Picos Run,Picos,PI,Esportivo
2023-12-10,Parada LGBTQIA+ de Votorantim,Votorantim,SP,Artístico/Cultural/Folclórico
2023-12-10,II Salão de Turismo do Vale do São Francisco,Juazeiro,BA,Artístico/Cultural/Folclórico
2023-12-10,I FEIRA AGROPECUÁRIA DE VÁRZEA DO POÇO,Várzea do Poço,BA,Rural
2023-12-10,Festival de Comida de Boteco,São Sebastião,SP,Gastronômico
2023-12-10,Festival Bela Palhoça,Palhoça,SC,Esportivo
2023-12-10,Festejo de Iemanjá,Praia Grande,SP,Religioso
2023-12-10,Festa Nacional do Steinhaeger e do Xixo,Porto União,SC,Outro
2023-12-10,FESTA DA EMANCIPAÇÃO POLITICA DE JAGUARÉ,Jaguaré,ES,Social/Cívico/Histórico
2023-12-10,Encontro de Violeiros,Vitória de Santo Antão,PE,Artístico/Cultural/Folclórico
2023-12-10,Aniversário da Cidade/Chegada do Papai Noel,Pirajuba,MG,Artístico/Cultural/Folclórico
2023-12-10,34ª Feira Nacional de Artesanato 2023,Belo Horizonte,MG,Comercial ou Promocional
2023-12-10,24ª Volta Internacional da Pampulha,Belo Horizonte,MG,Esportivo
2023-12-10,1° Festival Gastronômico - Sabores de Jaguaré,Jaguaré,ES,Gastronômico
2023-12-09,Picos Rock Live,Picos,PI,Artístico/Cultural/Folclórico
2023-12-09,Natal de Luz,Mulungu,CE,Artístico/Cultural/Folclórico
2023-12-09,FESTA DAS NAÇOES,Mendonça,SP,Artístico/Cultural/Folclórico
2023-12-09,ESPAÇO CIÊNCIA VIVA 40 Anos: onde o saber ganha vida!,Rio de Janeiro,RJ,Outro
2023-12-09,Abertura Temporada de Verão,Balneário Camboriú,SC,Artístico/Cultural/Folclórico
2023-12-09,ADORAI DELMIRO,Delmiro Gouveia,AL,Religioso
2023-12-09,29ª Vigília do Canto Gaúcho,Cachoeira do Sul,RS,Artístico/Cultural/Folclórico
2023-12-08,Dia de Nossa Senhora da Conceição,Conceição do Tocantins,TO,Religioso
2023-12-08,Círio de Nossa Senhora da Imaculada Conceição,Santarém,PA,Religioso
2023-12-07,TRADICIONAL FESTA DA COPADROEIRA NOSSA SENHORA DA CONCEIÇÃO,Arez,RN,Artístico/Cultural/Folclórico
2023-12-03,XX Expovinos,Cachoeira do Sul,RS,Rural
2023-12-03,BHack Conference 2023,Belo Horizonte,MG,Científico ou Técnico
2023-12-03,38º Rodeio Interestadual de Lomba Grande,Novo Hamburgo,RS,Artístico/Cultural/Folclórico
2023-12-02,MOSTEV - Mostra de Teatro da Vitória,Vitória de Santo Antão,PE,Artístico/Cultural/Folclórico
2023-12-01,Luzes de Natal,Pedreira,SP,Artístico/Cultural/Folclórico
2023-11-30,Feira Literária de Oeiras - FLOR,Oeiras,PI,Artístico/Cultural/Folclórico
2023-11-30,Espetáculo de Fim de Ano da Escola de Artes Cora Coralina,Paraíso do Tocantins,TO,Artístico/Cultural/Folclórico
2023-11-27,TOUR PIMENTA BUENO DE CICLISMO,Pimenta Bueno,RO,Esportivo
2023-11-27,Segundona da Rua São João,Aracaju,SE,Artístico/Cultural/Folclórico
2023-11-26,Vivências  Amazônicas,Porto Velho,RO,Artístico/Cultural/Folclórico
2023-11-26,Vitória Ecobike,Vitória de Santo Antão,PE,Ecoturismo
2023-11-26,Festival de Primavera Hemero,Joinville,SC,Artístico/Cultural/Folclórico
2023-11-26,Festa de Senhora do Livramento,Vitória de Santo Antão,PE,Religioso
2023-11-26,Feira de Agosto,Vitória de Santo Antão,PE,Religioso
2023-11-26,Feira Afromix,Campinas,SP,Artístico/Cultural/Folclórico
2023-11-26,Expocastello,Presidente Castelo Branco,SC,Comercial ou Promocional
2023-11-26,CICLOLAND - FESTIVAL DE CICLISMO,Três Passos,RS,Esportivo
2023-11-26,6ª Festflor,Vila Flores,RS,Artístico/Cultural/Folclórico
2023-11-26,27ª EXPONOVA (Exposição Agropecuária de Morada Nova),Morada Nova,CE,Rural
2023-11-25,Festival da Canção,Balneário Camboriú,SC,Artístico/Cultural/Folclórico
2023-11-25,Festa dos 70 anos de emancipação política,Monte Alegre de Sergipe,SE,Artístico/Cultural/Folclórico
2023-11-25,4º Marien Calixte Jazz Music Festival,Vila Velha,ES,Artístico/Cultural/Folclórico
2023-11-23,Litoral Tur,Caraguatatuba,SP,Comercial ou Promocional
2023-11-22,Dia do Músico,Alegre,ES,Outro
2023-11-22,Aniversário da Casa Afro Álvaro de Oliveira,Barretos,SP,Social/Cívico/Histórico
2023-11-21,Make in Rio - Edição Amazônia,Manaus,AM,Outro
2023-11-21,Festa de Nossa Senhora dos Navegantes,Japaratinga,AL,Religioso
2023-11-21,Aniversário de 347 Anos - Festa de Nsa Senhora de Nazaré,Nazaré Paulista,SP,Artístico/Cultural/Folclórico
2023-11-20,UBUNTU – FESTA AFRO BRASILEIRA DE PETRÓPOLIS,Petrópolis,RJ,Artístico/Cultural/Folclórico
2023-11-20,Festival de Frutos do Mar,Rio das Ostras,RJ,Gastronômico
2023-11-20,Dia da Consciência Negra,Vila Velha,ES,Social/Cívico/Histórico
2023-11-20,Consciência Negra,Chapada da Natividade,TO,Artístico/Cultural/Folclórico
2023-11-20,Consciência Negra - Show no Carmo e Brasital,São Roque,SP,Social/Cívico/Histórico
2023-11-20,Acampamento Farroupilha de Sapiranga,Sapiranga,RS,Artístico/Cultural/Folclórico
2023-11-19,XTERRA,Armação dos Búzios,RJ,Esportivo
2023-11-19,Vieni Vivere la Vita Festival - 5ª Edição,Monte Belo do Sul,RS,Artístico/Cultural/Folclórico
2023-11-19,São Sebastião Preta,São Sebastião,SP,Artístico/Cultural/Folclórico
2023-11-19,São Luís Pôr do Sol Musical,São Luís,MA,Artístico/Cultural/Folclórico
2023-11-19,SALÃO DO ARTESANATO - RAÍZES BRASILEIRAS,Brasília,DF,Artístico/Cultural/Folclórico
2023-11-19,Regata Ecológica de Canoas de Jericoacoara,Jijoca de Jericoacoara,CE,Artístico/Cultural/Folclórico
2023-11-19,Festival Nacional da Massa - Fenamassa,Antônio Prado,RS,Gastronômico
2023-11-19,Festival Caiçara Peixe com Banana,Angra dos Reis,RJ,Artístico/Cultural/Folclórico
2023-11-19,Festa Internacional do Churrasco,Bagé,RS,Gastronômico
2023-11-19,Expomang - Feira Agropecuária e Industrial,Mangueirinha,PR,Comercial ou Promocional
2023-11-19,Circuito Penedo de Cinema,Penedo,AL,Artístico/Cultural/Folclórico
2023-11-19,Caminho da Alma 2023,Ibirá,SP,Religioso
2023-11-19,83ª Festa das Flores,Joinville,SC,Artístico/Cultural/Folclórico
2023-11-19,6ª Trilha Bigornas Off-Road,Cachoeira do Sul,RS,Esportivo
2023-11-19,38ª Festa das Rosas,Sapiranga,RS,Artístico/Cultural/Folclórico
2023-11-19,33ª Schützenfest,Jaraguá do Sul,SC,Artístico/Cultural/Folclórico
2023-11-19,13º Festival do Mexilhão,Caraguatatuba,SP,Gastronômico
2023-11-18,Feira Reparasul  - 5ª Edição,Novo Hamburgo,RS,Comercial ou Promocional
2023-11-18,FESTIVAL DE GASTRONOMIA DA CAPITAL DOS CÂNIONS,Delmiro Gouveia,AL,Gastronômico
2023-11-18,Brasas do Pampa,Bagé,RS,Gastronômico
2023-11-18,2º   Acústico Maçônico - Loja Maçônica União e Paz n°69,Jaguaré,ES,Artístico/Cultural/Folclórico
2023-11-17,ECON - Encontro de Negócios das Amércias,Brasília,DF,Comercial ou Promocional
2023-11-16,Festa Estadual de Nossa Senhora do Rocio,Paranaguá,PR,Religioso
2023-11-16,EXPOMANG,Mangueirinha,PR,Comercial ou Promocional
2023-11-16,Cavalgada de Santa Luzia,Chapada da Natividade,TO,Religioso
2023-11-15,15º Festival Estadual de Bandas Marciais de Cachoeira do Sul,Cachoeira do Sul,RS,Artístico/Cultural/Folclórico
2023-11-14,festa aniversario municipio tijucas do sul,Tijucas do Sul,PR,Outro
2023-11-14,Aniversário da Cidade,Santana de Parnaíba,SP,Artístico/Cultural/Folclórico
2023-11-12,VIVA MOTOCROSS ARAPIRACA 2023,Arapiraca,AL,Esportivo
