id_evento,data_evento,nome_evento,cidade_evento,estado_evento,categoria_evento
2050,2024-12-31,Feira do Artesanato Tremembeense (FEIRARTTRE),Tremembé,SP,Artístico/Cultural/Folclórico
2051,2024-12-31,FESTA DE FIM DE ANO,Natividade,RJ,Artístico/Cultural/Folclórico
2052,2024-12-31,Emancipação Política de São Paulo do Potengi,São Paulo do Potengi,RN,Artístico/Cultural/Folclórico
2053,2024-12-30,ILUMINAÇÃO DE NATAL,Osasco,SP,Artístico/Cultural/Folclórico
2054,2024-12-30,FESTA DA CONGADA E MOÇAMBIQUE DE SÃO SEBASTIÃO DO PARAÍSO,São Sebastião do Paraíso,MG,NaN
2055,2024-12-29,Natal Iluminado,Morro do Chapéu,BA,Artístico/Cultural/Folclórico
2056,2024-12-29,COISAS DE MÃE,Ipatinga,MG,NaN
2057,2024-12-28,Natal em Natal,Natal,RN,Outro
2058,2024-12-28,NATAL ENCANTADO PARANAPANEMA 2024,Paranapanema,SP,Artístico/Cultural/Folclórico
2059,2024-12-28,Feira Livre de Bicas,Bicas,MG,Gastronômico
2060,2024-12-28,FEIRA LIVRE MUNICIPAL,Bicas,MG,NaN
2061,2024-12-28,Campeonato Morada-novense de Futsal,Morada Nova,CE,Esportivo
2062,2024-12-27,Natal magico de holambra,Holambra,SP,Artístico/Cultural/Folclórico
2063,2024-12-27,ANIVERSÁRIO DA CIDADE,Estiva,MG,NaN
2064,2024-12-26,Festividade do Glorioso São Benedito,Bragança,PA,Religioso
2065,2024-12-25,Natal de Gravatá,Gravatá,PE,Artístico/Cultural/Folclórico
2066,2024-12-25,Natal de Amor,Ananindeua,PA,Artístico/Cultural/Folclórico
2067,2024-12-25,NATAL SOLENE DO SENHOR,Canindé,CE,Religioso
2068,2024-12-25,NATAL CULTURAL,Buerarema,BA,Artístico/Cultural/Folclórico
2069,2024-12-25,BABA DE SAIA,Buerarema,BA,Artístico/Cultural/Folclórico
2070,2024-12-25,AGROPOLO - Feira agropecuária,Paulo Lopes,SC,Rural
2071,2024-12-25,"Natal, Sonho e Luz 2024",Alto Santo,CE,Artístico/Cultural/Folclórico
2072,2024-12-24,Natal na Praia,Peruíbe,SP,Religioso
2073,2024-12-24,Cantata de Natal com a Filarmônica Municipal Heliodoro Ribeiro,São Desidério,BA,Artístico/Cultural/Folclórico
2074,2024-12-24,"Natal, Sonho e Luz 2024",Alto Santo,CE,Religioso
2075,2024-12-23,TATUÍ NATAL ENCANTADO,Tatuí,SP,Comercial ou Promocional
2076,2024-12-23,Sonho Encantado de Natal,Montenegro,RS,Artístico/Cultural/Folclórico
2077,2024-12-23,PAPAI NOEL CHEGA HOJE À NOITE EM JAGUARIÚNA,Jaguariúna,SP,NaN
2078,2024-12-23,Natal na Serra,Portalegre,RN,Outro
2079,2024-12-23,Natal Iluminado,Laranjal Paulista,SP,Artístico/Cultural/Folclórico
2080,2024-12-23,Natal Encantado,Guarapuava,PR,Artístico/Cultural/Folclórico
2081,2024-12-23,Festa de Emancipação Política de São Rafael/RN,São Rafael,RN,Social/Cívico/Histórico
2082,2024-12-22,Natal Na Praça,Salto,SP,Artístico/Cultural/Folclórico
2083,2024-12-22,Natal Mágico de Holambra 2024,Holambra,SP,Artístico/Cultural/Folclórico
2084,2024-12-22,Natal Luz Barretos,Barretos,SP,Artístico/Cultural/Folclórico
2085,2024-12-22,Natal Alegre,São Roque,SP,Artístico/Cultural/Folclórico
2086,2024-12-22,NATAL BRILHA SOLEDADE,Soledade,RS,Artístico/Cultural/Folclórico
2087,2024-12-22,Fantástico Natal de Castro,Castro,PR,Artístico/Cultural/Folclórico
2088,2024-12-22,8º Brilho de Natal,Piratuba,SC,Artístico/Cultural/Folclórico
2089,2024-12-21,Natal nos Vinhedos,Bento Gonçalves,RS,Artístico/Cultural/Folclórico
2090,2024-12-21,Auto de Natal,Praia Grande,SP,Religioso
2091,2024-12-20,SEXTA CULTURAL,Paraíso do Tocantins,TO,Artístico/Cultural/Folclórico
2092,2024-12-20,EMANCIPAÇÃO POLÍTICA,Olho-D'Água do Borges,RN,Social/Cívico/Histórico
2093,2024-12-19,Natal Iluminado 2024,Santa Helena,PR,Artístico/Cultural/Folclórico
2094,2024-12-16,Segundona do Turista 2024,Aracaju,SE,Artístico/Cultural/Folclórico
2095,2024-12-15,festa emancipação politica,Jaguaré,ES,Social/Cívico/Histórico
2096,2024-12-15,Vem Verão 2024/25,Anchieta,ES,Outro
2097,2024-12-15,II FESTIVAL SABORES DE JAGUARE,Jaguaré,ES,Artístico/Cultural/Folclórico
2098,2024-12-15,Festival Sabores,Jaguaré,ES,Gastronômico
2099,2024-12-15,Festejos de Iemanjá,Praia Grande,SP,Religioso
2100,2024-12-15,Espetáculo Magia do Ventre,Ariquemes,RO,Artístico/Cultural/Folclórico
2101,2024-12-15,Encontro Nacional de Motociclistas,São Pedro da Aldeia,RJ,Artístico/Cultural/Folclórico
2102,2024-12-14,Vila Natalina,Matelândia,PR,Artístico/Cultural/Folclórico
2103,2024-12-14,SHOW: IVETE SANGALO - TURNÊ A FESTA,Belo Horizonte,MG,NaN
2104,2024-12-14,Festival Gastronômico e Cultural Sabores do Cunhaú,Canguaretama,RN,Gastronômico
2105,2024-12-14,FEIRA TURÍSTICA E CULTURAL DO XARÉU,Arraial do Cabo,RJ,Outro
2337,2024-09-28,TURNÊ NACIONAL - BANDA CATEDRAL AO EXTREMO,Ipatinga,MG,NaN
2106,2024-12-13,SHOW: ZÉ RAMALHO SHOW DOS SUCESSOS VOLUME 2,Belo Horizonte,MG,NaN
2107,2024-12-13,JERI CULTURA LONGBOARD SURF FESTIVAL,Jijoca de Jericoacoara,CE,Esportivo
2108,2024-12-13,FESTA DA PADROEIRA SANTA LUZIA,Jijoca de Jericoacoara,CE,Religioso
2109,2024-12-13,5ª FESTA DE SANTOS REIS DA COMUNIDADE MÃE RAINHA - BOA VISTA - SANTA...,Pouso Alto,MG,NaN
2110,2024-12-10,Festival Halleluya,Natal,RN,Religioso
2111,2024-12-08,NOITE DE AUTOGRAFO,Bom Jesus da Penha,MG,NaN
2112,2024-12-08,Festival Halleluya Natal,Natal,RN,Artístico/Cultural/Folclórico
2113,2024-12-08,Festa do Peixe da Baleia,São Pedro da Aldeia,RJ,Gastronômico
2114,2024-12-08,Festa de Nossa Senhora da Conceição,São Rafael,RN,Religioso
2115,2024-12-08,Festa de Iemanjá,Mongaguá,SP,Religioso
2116,2024-12-08,Festa da Padroeira Nossa Senhora da Conceição,São Tomé,RN,Religioso
2117,2024-12-08,Festa da Padroeira Nossa Senhora da Conceição,Marechal Deodoro,AL,Religioso
2118,2024-12-08,FESTA NACIONAL DO STEINHAEGER E DO XIXO,Porto União,SC,Artístico/Cultural/Folclórico
2119,2024-12-08,FESTA DA PADROEIRA NOSSA SRA.DA IMACULADA CONCEIÇÃO DE PORTALEGRE/RN,Portalegre,RN,Religioso
2120,2024-12-08,FENASOJA,Santa Rosa,RS,Rural
2121,2024-12-08,Carnatal,Natal,RN,Outro
2122,2024-12-08,CHORO E JAZZ FESTIVAL,Jijoca de Jericoacoara,CE,Artístico/Cultural/Folclórico
2123,2024-12-08,25ª Volta Internacional da Pampulha,Belo Horizonte,MG,Esportivo
2124,2024-12-08,25ª VOLTA INTERNACIONAL DA PAMPULHA,Belo Horizonte,MG,NaN
2125,2024-12-08,"Encontro de Carros Antigos, Exóticos e Especiais “De Volta ao Passa...",Santa Fé do Sul,SP,Artístico/Cultural/Folclórico
2126,2024-12-07,festa da padroeira,Arez,RN,Religioso
2127,2024-12-07,FOSS4G 2024 - Free and Open Source Software for Geospatial,Belém,PA,Científico ou Técnico
2128,2024-12-07,FEIRA TURÍSTICA E CULTURAL DA MASSAMBABA,Arraial do Cabo,RJ,Outro
2129,2024-12-07,CAVALGADA FEMININA DO LITORAL LESTE,Pindoretama,CE,Artístico/Cultural/Folclórico
2130,2024-12-07,CANTATA DE NATAL,Armação dos Búzios,RJ,Religioso
2131,2024-12-07,Aniversário da Cidade,Mongaguá,SP,Social/Cívico/Histórico
2132,2024-12-07,Abertura Temporada de Verão,Piratuba,SC,Outro
2133,2024-12-06,Presépio e Natal de Luz,Santana de Parnaíba,SP,Religioso
2134,2024-12-05,Seminário Minas e os Bens Culturais da Fé,Ouro Preto,MG,Artístico/Cultural/Folclórico
2135,2024-12-05,SCREAM FESTIVAL 2024,Salvador,BA,Científico ou Técnico
2136,2024-12-04,Visit Pernambuco Travel Show,Ipojuca,PE,Comercial ou Promocional
2137,2024-12-04,QUARTA CULTURAL,Nova Resende,MG,NaN
2138,2024-12-03,Aniversário da Orla de Ananindeua,Ananindeua,PA,Artístico/Cultural/Folclórico
2139,2024-12-01,Mostra Minas Artesanatos e Brechos,Belo Horizonte,MG,Moda
2140,2024-12-01,FESTIVIDADE CULTURAL E TURÍSTICA DE EMANCIPAÇÃO POLÍTICA DO MUNIC�...,Sapé,PB,Artístico/Cultural/Folclórico
2141,2024-12-01,FESTIVAL TE ENCONTRO NA PRAÇA,Bom Jesus do Galho,MG,NaN
2142,2024-12-01,Expobike e Desafio das Estações,Timbó,SC,Ecoturismo
2143,2024-12-01,BHACK CONFERENCE 2024,Belo Horizonte,MG,NaN
2144,2024-12-01,Aniversário da Cidade,Franco da Rocha,SP,Artístico/Cultural/Folclórico
2145,2024-12-01,Abertura do Natal com a Chegada do Papai Noel,São Pedro da Aldeia,RJ,Artístico/Cultural/Folclórico
2146,2024-11-30,O Grande Espetáculo de Natal,Caxias do Sul,RS,Artístico/Cultural/Folclórico
2147,2024-11-30,Festival de Bar em Bar,Goiânia,GO,Gastronômico
2148,2024-11-30,Festival Gospel,Salto,SP,Artístico/Cultural/Folclórico
2149,2024-11-30,Festival Edésio Santos da Canção,Juazeiro,BA,Artístico/Cultural/Folclórico
2150,2024-11-30,DIA MUNICIPAL DO EVANGÉLICO,Jijoca de Jericoacoara,CE,Religioso
2151,2024-11-30,Abertura do Brilho de Natal,Arraial do Cabo,RJ,Religioso
2152,2024-11-29,CHEGADA DE PAPAI NOEL,Pirajuba,MG,Artístico/Cultural/Folclórico
2153,2024-11-28,ESPETACULO ESCOLA DE ARTES,Paraíso do Tocantins,TO,Artístico/Cultural/Folclórico
2154,2024-11-27,Skate Fest,Apiaí,SP,Esportivo
2155,2024-11-25,Festa de Emancipação de Monte Alegre de Sergipe,Monte Alegre de Sergipe,SE,Artístico/Cultural/Folclórico
2156,2024-11-24,TEMPORADA 2024 GP GERAIS - GP GERAIS MOTOVELOCIDAE /TRACK MIX,Curvelo,MG,NaN
2157,2024-11-24,Mostra Glass 2024,Novo Hamburgo,RS,Comercial ou Promocional
2158,2024-11-24,Mobiliza SLZ,São Luís,MA,Outro
2159,2024-11-24,Festa da Padroeira de Felipe Guerra,Felipe Guerra,RN,Religioso
2160,2024-11-24,Encontro de Carros Antigos em Brotas,Brotas,SP,Artístico/Cultural/Folclórico
2161,2024-11-24,Círio de Nossa Senhora das Graças,Ananindeua,PA,Religioso
2162,2024-11-24,3ª Semana Holística e 2º Fórum Gaúcho de Paisagismo e Turismo Rur...,Ametista do Sul,RS,Rural
2163,2024-11-23,Sankofa Quilombola,Ananindeua,PA,Artístico/Cultural/Folclórico
2164,2024-11-23,SHOW: ZECA PAGODINHO 40 ANOS,Belo Horizonte,MG,NaN
2165,2024-11-23,RURALTUR - FEIRA DE TURISMO RURAL,Currais Novos,RN,Rural
2166,2024-11-23,RIBEIRA BOÊMIA,Natal,RN,Artístico/Cultural/Folclórico
2167,2024-11-23,REPARASUL,Novo Hamburgo,RS,Comercial ou Promocional
2168,2024-11-22,SUSTENTARE & WIPIS 2024,Campinas,SP,Científico ou Técnico
2169,2024-11-22,SEXTA CULTURAL,Paraíso do Tocantins,TO,Artístico/Cultural/Folclórico
2170,2024-11-22,SEMANA INTERNACIONAL DO CAFÉ SIC 2024,Belo Horizonte,MG,NaN
2171,2024-11-22,LANCAMENTO NATAL,Paraíso do Tocantins,TO,Outro
2172,2024-11-22,DIA DA CONSCIÊNCIA NEGRA,Pouso Alto,MG,NaN
2173,2024-11-21,Mostra Moda 2024,São Roque,SP,Moda
2174,2024-11-21,Festa de Nossa Senhora da Apresentação,Natal,RN,Religioso
2175,2024-11-21,Feira do Livro Binacional de Jaguarão,Jaguarão,RS,Artístico/Cultural/Folclórico
2176,2024-11-21,Cinema Científico | O Céu de Outubro (1999) – Gratuito - Presencia...,São Paulo,SP,Artístico/Cultural/Folclórico
2177,2024-11-20,Ubuntu – Festa da Cultura Afro-brasileira,Petrópolis,RJ,Artístico/Cultural/Folclórico
2178,2024-11-20,IV COIREM - Congresso Intercultural da Resistência dos Povos Indígen...,Rio de Janeiro,RJ,Artístico/Cultural/Folclórico
2179,2024-11-20,Festival de Violões – Homenagem a Antônio Manzione,Praia Grande,SP,Artístico/Cultural/Folclórico
2180,2024-11-20,Festival José Cabinda,São Roque,SP,Artístico/Cultural/Folclórico
2181,2024-11-20,Dia da Consciência Negra,São Desidério,BA,Social/Cívico/Histórico
2182,2024-11-20,Dia Nacional da Consciência Negra,Paranapanema,SP,Artístico/Cultural/Folclórico
2183,2024-11-19,REGATA DE CANOAS DE JERICOACOARA,Jijoca de Jericoacoara,CE,Esportivo
2184,2024-11-18,XXXVI Festival do Açaí de Limoeiro do Ajuru,Limoeiro do Ajuru,PA,Artístico/Cultural/Folclórico
2185,2024-11-18,FEIRA DE EXPOSIÇÃO AGROPECUÁRIA DE PARINTINS - EXPOPIN,Parintins,AM,Outro
2186,2024-11-17,Vieni Vivere la Vita Festival - 5ª Edição,Monte Belo do Sul,RS,Artístico/Cultural/Folclórico
2187,2024-11-17,Ultra Trail Chapada Diamantina,Mucugê,BA,Esportivo
2188,2024-11-17,Sicoob Mons Ultra Trail,Nova Trento,SC,Esportivo
2189,2024-11-17,Sabores da Estância,Salto,SP,Gastronômico
2190,2024-11-17,Festa da Consciência Negra,Salto,SP,Artístico/Cultural/Folclórico
2191,2024-11-17,FESTIVAL DE PRIMAVERA 2024,Estiva,MG,NaN
2192,2024-11-17,EBDC | Encontro Brasileiro de Divulgadores de Ciência,São Paulo,SP,Científico ou Técnico
2193,2024-11-17,Bar em Bar,Natal,RN,Gastronômico
2194,2024-11-17,9º CICLOTURISMO DE VALENÇA 2024,Valença,BA,Esportivo
2195,2024-11-17,84ª Festa das Flores,Joinville,SC,Artístico/Cultural/Folclórico
2196,2024-11-17,39ª Festa das Rosas,Sapiranga,RS,Artístico/Cultural/Folclórico
2197,2024-11-17,34ª Schützenfest - Festa dos Atiradores,Jaraguá do Sul,SC,Artístico/Cultural/Folclórico
2198,2024-11-17,18º EDIÇÃO: FESTIVAL BAR EM BAR,Belo Horizonte,MG,NaN
2199,2024-11-16,Natal Luz Cariacica,Cariacica,ES,Religioso
2200,2024-11-16,Festival Gastronômico e Cultural da Lagosta,Pitimbu,PB,Gastronômico
2201,2024-11-16,Festa Estadual de Nossa Senhora do Rocio,Paranaguá,PR,Religioso
2202,2024-11-16,FESTA DA BANANA,Caroebe,RR,Artístico/Cultural/Folclórico
2203,2024-11-16,FEIRA TURÍSTICA E CULTURAL DO XARÉU,Arraial do Cabo,RJ,Outro
2204,2024-11-16,CONGRESSO BRASILEIRO DE ANESTESIOLOGIA 2024,Belo Horizonte,MG,NaN
2205,2024-11-15,Proclamação da República,Marechal Deodoro,AL,Social/Cívico/Histórico
2206,2024-11-15,Pelada Lions,Garça,SP,Esportivo
2207,2024-11-15,6º PEDAL DA FÉ PELO CAMINHO DA PADROEIRA,Matias Barbosa,MG,NaN
2208,2024-11-15,16º Festival Estadual de Bandas marciais e Musicais,Cachoeira do Sul,RS,Artístico/Cultural/Folclórico
2209,2024-11-14,Espetáculo Quebra Nozes,Ariquemes,RO,Artístico/Cultural/Folclórico
2210,2024-11-14,Aniversário da Cidade,Santana de Parnaíba,SP,Social/Cívico/Histórico
2211,2024-11-12,29º ANIVERSARIO DA CIDADE DE BÚZIOS,Armação dos Búzios,RJ,Social/Cívico/Histórico
2212,2024-11-11,Sul Beleza (Feira Profissional de Beleza),Novo Hamburgo,RS,Comercial ou Promocional
2213,2024-11-11,FERA (Festival de Esportes Radicais),Praia Grande,SP,Esportivo
2214,2024-11-11,Cataratas Day,Foz do Iguaçu,PR,Comercial ou Promocional
2215,2024-11-10,Vasco Barioni-XIII Festival de Teatro Estudantil,São Roque,SP,Artístico/Cultural/Folclórico
2216,2024-11-10,VIVA MOTOCROSS ARAPIRACA,Arapiraca,AL,Esportivo
2217,2024-11-10,TEJUBODE - FEIRA DE OVINOS E CAPRINOS DE TEJUÇUOCA,Tejuçuoca,CE,Outro
2218,2024-11-10,III Florada do Kiwi,Balsa Nova,PR,Rural
2219,2024-11-10,Festival de Frutos do Mar e Chopp,Arraial do Cabo,RJ,Artístico/Cultural/Folclórico
2220,2024-11-10,Festival da Melhor Idade,Guarapuava,PR,Artístico/Cultural/Folclórico
2221,2024-11-10,Enduro do Caipira - Etapa Brotas,Brotas,SP,Esportivo
2222,2024-11-10,Círio de Nossa Senhora de Nazaré,Bragança,PA,Religioso
2223,2024-11-10,ANIVERSARIO DA CIDADE,Martins,RN,Social/Cívico/Histórico
2224,2024-11-10,6ª etapa do 8º Circuito Regional de Cicloturismo - Guaíra,Guaíra,PR,Esportivo
2225,2024-11-10,"Festa do ""Encontro dos Santos""",Santa Cruz dos Milagres,PI,Religioso
2226,2024-11-09,SHOW: LULU SANTOS BARÍTONO,Belo Horizonte,MG,NaN
2227,2024-11-09,REC´n´Play 2024,Recife,PE,Científico ou Técnico
2228,2024-11-09,O FESCAPO - Festival da Canção de Porto dos Gaúchos,Porto dos Gaúchos,MT,Artístico/Cultural/Folclórico
2229,2024-11-09,Festival Canção da Transamazônica (FECANT),Altamira,PA,Artístico/Cultural/Folclórico
2230,2024-11-09,FLILAJES (Festival Literário de Lajes),Lajes,RN,Artístico/Cultural/Folclórico
2231,2024-11-08,Rei e Rainha do Mar,Arraial do Cabo,RJ,Outro
2232,2024-11-08,Garibaldi Vintage,Garibaldi,RS,Gastronômico
2233,2024-11-07,Festival de Dança da Terceira Idade,Piratuba,SC,Artístico/Cultural/Folclórico
2234,2024-11-07,Curso de Geofísica para 3ª idade: As Fronteiras Da Terra E Do Univer...,São Paulo,SP,Científico ou Técnico
2235,2024-11-05,BRUNO MARS LIVE IN BRAZIL,Belo Horizonte,MG,NaN
2236,2024-11-04,Feira Literária Internacional do Xingu (FLIX),Altamira,PA,Artístico/Cultural/Folclórico
2237,2024-11-03,Festival da Cevada e do Malte,Guarapuava,PR,Gastronômico
2238,2024-11-02,Abeta Summit 2024 - 21º Congresso Brasileiro de Ecoturismo e Turismo ...,Foz do Iguaçu,PR,Ecoturismo
2239,2024-11-02,4ª EDIÇÃO ULTRA TRAIL CAMINHOS DE MINAS,Jacutinga,MG,NaN
2240,2024-11-01,SHOW: GUILHERME ARANTES 48 ANOS DE SUCESSO,Belo Horizonte,MG,NaN
2241,2024-11-01,FEIRA TURÍSTICA E CULTURAL DA MASSAMBABA,Arraial do Cabo,RJ,Outro
2242,2024-10-30,ANIVERSÁRIO DE PONTE NOVA,Ponte Nova,MG,NaN
2243,2024-10-29,Aniversário da cidade,Aurora do Tocantins,TO,Outro
2244,2024-10-27,Oktoberfest Blumenau 2024,Blumenau,SC,Artístico/Cultural/Folclórico
2245,2024-10-27,OKTOBERFEST,Marechal Cândido Rondon,PR,Artístico/Cultural/Folclórico
2246,2024-10-27,Eco-Festival do Peixe-boi,Novo Airão,AM,Artístico/Cultural/Folclórico
2247,2024-10-27,EXPOAGRO SALITRE,Salitre,CE,Rural
2248,2024-10-27,Aniversário da cidade,Holambra,SP,Outro
2249,2024-10-27,42º Festival do Abacaxi - Made in Barcarena,Barcarena,PA,Artístico/Cultural/Folclórico
2250,2024-10-26,FEIRA TURÍSTICA E CULTURAL DA MASSAMBABA,Arraial do Cabo,RJ,Outro
2251,2024-10-26,CAJU FOLIA,Portalegre,RN,Outro
2252,2024-10-25,GUILHERME ARANTES,Ipatinga,MG,NaN
2253,2024-10-25,BTM - Brazil Travel Market,Fortaleza,CE,Outro
2254,2024-10-24,Festa de Nossa Senhora dos Remédios,Ladário,MS,Religioso
2255,2024-10-22,XIX Encontro Pernambucano de Veículos Antigos,Gravatá,PE,Outro
2256,2024-10-22,Workshop Cerimonial Social do Nordeste,Recife,PE,Científico ou Técnico
2257,2024-10-22,I LOVE PEQUI,Aparecida,GO,Gastronômico
2338,2024-09-28,TEMPORADA 2024 GP GERAIS - TRACK MIX,Curvelo,MG,NaN
2258,2024-10-21,Dia do Evangélico - Show Gospel,Paraíso do Tocantins,TO,Artístico/Cultural/Folclórico
2259,2024-10-21,145 ANOS DE EMANCIPAÇÃO POLÍTICO-ADMINISTRATIVA E 331 ANOS DE HIST�...,Pouso Alto,MG,NaN
2260,2024-10-20,Oktober Bier Festival,Santo Antônio do Pinhal,SP,Gastronômico
2261,2024-10-20,OKTOBERFEST SANTA ROSA,Santa Rosa,RS,Artístico/Cultural/Folclórico
2262,2024-10-20,Festa do Imigrante,Timbó,SC,Gastronômico
2263,2024-10-20,Festa de Nossa Senhora das Dores,Salgadinho,PE,Artístico/Cultural/Folclórico
2264,2024-10-20,Festa da Polenta,Venda Nova do Imigrante,ES,Artístico/Cultural/Folclórico
2265,2024-10-20,Festa da Padroeira,Arraial do Cabo,RJ,Religioso
2266,2024-10-20,FENARRECO,Brusque,SC,Gastronômico
2267,2024-10-20,3º Gravatá MotoFest,Gravatá,PE,Artístico/Cultural/Folclórico
2268,2024-10-20,35ª MAREJADA,Itajaí,SC,Gastronômico
2269,2024-10-20,18º FESTIVAL GASTRONÔMICO E CULTURAL DE PRADO,Prado,BA,Gastronômico
2270,2024-10-19,XC RUN etapa BÚZIOS - 15ª edição,Armação dos Búzios,RJ,Esportivo
2271,2024-10-19,VIII Congresso Sul-Brasileiro de Medicina de Família e Comunidade,Maringá,PR,Científico ou Técnico
2272,2024-10-19,SHOW ANIVERSARIO DA CIDADE,Paraíso do Tocantins,TO,Social/Cívico/Histórico
2273,2024-10-19,Festival MADA,Natal,RN,Artístico/Cultural/Folclórico
2274,2024-10-19,Avaliação Nacional de Vinhos,Bento Gonçalves,RS,Científico ou Técnico
2275,2024-10-18,CONVENTION & VISITORS BUREAUX WORLD CONFERENCE,Mata de São João,BA,Comercial ou Promocional
2276,2024-10-17,ANIVERSÁRIO DA CIDADE DE AÇU 179 ANOS DE HISTÓRIA,Açu,RN,Social/Cívico/Histórico
2277,2024-10-17,51° CONGRESSO BRASILEIRO DE GEOLOGIA 2024,Belo Horizonte,MG,NaN
2278,2024-10-15,Aniversário de Parintins,Parintins,AM,Social/Cívico/Histórico
2279,2024-10-15,32ª Feira Regional da Beleza,Fortaleza,CE,Outro
2280,2024-10-13,XXX Festa da Pesca ao Tucunaré,Nhamundá,AM,Esportivo
2281,2024-10-13,Nova Oktober fest,Nova Petrópolis,RS,Artístico/Cultural/Folclórico
2282,2024-10-13,MPBúzios,Armação dos Búzios,RJ,Artístico/Cultural/Folclórico
2283,2024-10-13,Final do Big Biker 2024 - Mountain Bike,Santo Antônio do Pinhal,SP,Esportivo
2284,2024-10-13,Festival da Lagoa no Distrito,Arraial do Cabo,RJ,Artístico/Cultural/Folclórico
2285,2024-10-13,Feira Regional de Artesanato Ariquemes,Ariquemes,RO,Comercial ou Promocional
2286,2024-10-13,FESTIVAL DO ATUM,Itarema,CE,Gastronômico
2287,2024-10-13,FESTA DO PRODUTOR RURAL COM A TRADICIONAL MISSA SERTANEJA,Paraíso do Tocantins,TO,Rural
2288,2024-10-13,FESTA DE NOSSA SENHORA APARECIDA 2024,Estiva,MG,NaN
2289,2024-10-13,7ª Edição do Portugal em Cena,Barra de São Miguel,AL,Artístico/Cultural/Folclórico
2290,2024-10-13,26º Festival Capixaba de Frutos do Mar de Iriri,Anchieta,ES,Gastronômico
2291,2024-10-13,12º ENCONTRO DE MOTOCICLISTAS - MOTO FEST TIANGUÁ,Tianguá,CE,Outro
2292,2024-10-12,Romaria Rodoviária,Ananindeua,PA,Religioso
2293,2024-10-12,Outubro Criança,Praia Grande,SP,Outro
2294,2024-10-12,NOVENA DE NOSSA SENHORA APARECIDA,Colinas do Tocantins,TO,Religioso
2295,2024-10-12,Missa do Vaqueiro,Maribondo,AL,Religioso
2296,2024-10-12,MOTO PROCISSÃO,Tramandaí,RS,Religioso
2297,2024-10-12,LEGIÃO URBANA COVER - RENATO IMORTAL,Ipatinga,MG,NaN
2298,2024-10-12,II Festival do Guaraná da AVCMN,Morada Nova,CE,Outro
2299,2024-10-12,HISTÓRIAS - O SHOW DO SÉCULO,Belo Horizonte,MG,NaN
2300,2024-10-12,FEIRA TURÍSTICA E CULTURAL DO XARÉU,Arraial do Cabo,RJ,Outro
2301,2024-10-12,DIA DAS CRIANÇAS NO PARQUE,Paraíso do Tocantins,TO,Outro
2302,2024-10-12,DIA DAS CRIANÇAS 2024,Delfim Moreira,MG,NaN
2303,2024-10-12,Criança Alegre,São Roque,SP,Outro
2304,2024-10-12,Brotas Beer Fest 2024,Brotas,SP,Gastronômico
2305,2024-10-12,Brincando na Praça,São Pedro da Aldeia,RJ,Outro
2306,2024-10-12,ANIVERSÁRIO DA CIDADE,Ariquemes,RO,Artístico/Cultural/Folclórico
2307,2024-10-11,XX CONGRESSO BRASILEIRO DE INFORMÁTICA EM SAÚDE - CBIS24,Belo Horizonte,MG,NaN
2308,2024-10-11,Traslado para Ananindeua,Ananindeua,PA,Religioso
2309,2024-10-11,THIAGO CARMONA – NÃO CRIE EXPECTATIVA,Ipatinga,MG,NaN
2310,2024-10-11,Semana da criança (parque infantil),São Domingos,SE,Artístico/Cultural/Folclórico
2311,2024-10-11,3° Festival do Açaí de Ananindeua,Ananindeua,PA,Gastronômico
2312,2024-10-10,EMPREENDE WEEK – Soluções para o Amanhã,Campo Mourão,PR,Científico ou Técnico
